"Település-azonosító törzsszám","Név","Területi jelzőszám","Jogállás 2005","Statisztikai nagyrégió kódja","Régió 2016","NUTS'16","Járás kód","Járás központ kódja","Agglomeráció kódja","Borrégió'19","Borvidék'19","Turisztikai
régió","Világörökségi helyszínek","Világörökségi helyszínek védőövezete","Kedvezményezett települések kódja","Kedvezményezett járások kódja","Szabad vállalkozási zónák","Területfejlesztési szempontból kiemelt térség","Gazdaságfejlesztési zóna"
"04181","Perőcsény","1300 4 2","42","1","12","HU120","137","0","9999","9","9991","01","99","99","9","1","9","9","9"
"04190","Köcsk","1800 4 2","42","2","30","HU222","176","0","9999","9","9993","09","99","99","9","1","9","9","2"
"04206","Mezőgyán","0400 4 2","42","3","70","HU332","051","0","9999","9","9992","05","99","99","3","3","1","9","3"
"04215","Nyomár","0500 4 2","42","3","50","HU311","055","0","9999","9","9991","02","99","99","9","3","1","9","1"
"04224","Csörötnek","1800 4 2","42","2","30","HU222","180","0","9999","9","9993","09","99","99","9","9","9","9","2"
"04233","Aszaló","0500 4 2","42","3","50","HU311","067","0","9999","4","3000","02","99","99","3","3","1","9","1"
"04242","Nagykamarás","0400 4 2","42","3","70","HU332","049","0","9999","9","9992","05","99","99","3","3","1","9","3"
"04251","Ecseg","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","1","1","1","9","1"
"04260","Mezőtúr","1600 3 2","30","3","60","HU322","166","1","9999","9","9992","03","99","99","9","1","1","9","1"
"04279","Kamut","0400 4 2","42","3","70","HU332","045","0","9999","9","9992","05","99","99","9","1","1","9","3"
"04288","Kispirit","1900 4 2","42","2","20","HU213","186","0","9999","9","9993","06","99","99","3","3","1","9","2"
"04297","Kacsóta","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","9","1","9","9","4"
"04303","Püspökszilágy","1300 4 2","42","1","12","HU120","138","0","9999","9","9991","01","99","99","9","9","9","9","9"
"04312","Tarpa","1500 4 2","41","3","60","HU323","159","0","9999","9","9992","03","99","99","3","3","1","9","1"
"04321","Bodorfa","1900 4 2","42","2","20","HU213","188","0","9999","9","9993","06","99","99","1","1","9","9","2"
"04330","Mátraszőlős","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","9","1","1","9","1"
"04349","Mórahalom","0600 3 2","30","3","70","HU333","074","1","9999","3","1400","05","99","99","9","1","1","9","3"
"04358","Nógrád","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","01","99","99","9","1","9","9","1"
"04367","Bogyoszló","0800 4 2","42","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"04376","Lázi","0800 4 2","42","2","30","HU221","090","0","1013","5","2300","09","99","99","9","4","9","9","2"
"04385","Magyartelek","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","3","3","1","9","4"
"04394","Makád","1300 4 2","42","1","12","HU120","134","0","9999","9","9992","01","99","99","9","4","9","9","9"
"04400","Bekölce","1000 4 2","42","3","50","HU312","103","0","9999","9","9991","02","99","99","9","1","1","9","1"
"04419","Nyésta","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","3","3","1","9","1"
"04428","Ács","1100 3 2","30","2","20","HU212","112","0","9999","9","9993","06","99","99","9","9","9","9","2"
"04437","Udvar","0200 4 2","42","2","40","HU231","027","0","9999","9","9993","08","99","99","9","1","9","9","4"
"04446","Tiszakerecseny","1500 4 2","42","3","60","HU323","159","0","9999","9","9992","03","99","99","3","3","1","9","1"
"04455","Nagylengyel","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"04464","Szakály","1700 4 2","42","2","40","HU233","174","0","9999","9","9993","08","99","99","9","3","1","3","4"
"04473","Kányavár","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","1","1","9","9","2"
"04482","Oroszló","0200 4 2","42","2","40","HU231","026","0","9999","9","9993","08","99","99","1","9","1","9","4"
"04491","Sényő","1500 4 2","42","3","60","HU323","157","0","3053","9","9992","03","99","99","2","9","9","9","1"
"04507","Szendehely","1200 4 2","42","3","50","HU313","119","0","9999","4","3200","01","99","99","9","1","9","9","1"
"04516","Rózsafa","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","3","2","1","9","4"
"04525","Kecskéd","1100 4 2","42","2","20","HU212","113","0","3123","9","9993","06","99","99","9","9","9","9","2"
"04534","Mindszentkálla","1900 4 2","42","2","20","HU213","189","0","9999","2","2000","07","99","99","2","9","9","1","2"
"04543","Feked","0200 4 2","42","2","40","HU231","027","0","9999","9","9993","08","99","99","9","1","9","9","4"
"04552","Litér","1900 4 2","42","2","20","HU213","184","0","3133","9","9993","07","99","99","9","9","9","1","2"
"04561","Ábrahámhegy","1900 4 2","42","2","20","HU213","189","0","2013","2","1800","07","99","99","9","9","9","1","2"
"04570","Márianosztra","1300 4 2","42","1","12","HU120","137","0","9999","9","9991","01","99","99","9","1","9","9","9"
"04589","Veszkény","0800 4 2","42","2","30","HU221","088","0","9999","9","9993","09","99","99","9","4","9","9","2"
"04598","Kereki","1400 4 2","42","2","40","HU232","146","0","9999","9","9993","07","99","99","9","9","9","1","4"
"04604","Hejőkeresztúr","0500 4 2","42","3","50","HU311","068","0","1023","9","9991","02","99","99","9","9","9","9","1"
"04613","Gelénes","1500 4 2","42","3","60","HU323","159","0","9999","9","9992","03","99","99","1","3","1","9","1"
"04622","Zsira","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"04631","Tüskevár","1900 4 2","42","2","20","HU213","186","0","9999","9","9993","06","99","99","9","3","1","9","2"
"04640","Kám","1800 4 2","42","2","30","HU222","182","0","2033","9","9993","09","99","99","9","2","1","9","2"
"04659","Martonvásár","0700 3 2","30","2","20","HU211","081","1","9999","5","2100","06","99","99","9","9","9","9","2"
"04668","Mihályháza","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"04677","Emőd","0500 3 2","30","3","50","HU311","061","0","1023","4","3000","02","99","99","9","9","9","9","1"
"04686","Dédestapolcsány","0500 4 2","42","3","50","HU311","058","0","9999","9","9991","02","99","99","9","1","9","9","1"
"04695","Vasvár","1800 3 2","30","2","30","HU222","182","1","9999","9","9993","09","99","99","9","2","1","9","2"
"04701","Iregszemcse","1700 4 2","42","2","40","HU233","174","0","9999","1","3500","08","99","99","9","3","1","3","4"
"04710","Nagyar","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"04729","Sály","0500 4 2","42","3","50","HU311","060","0","9999","4","3000","02","99","99","3","1","9","9","1"
"04738","Bak","2000 4 2","42","2","30","HU223","197","0","2043","2","3400","09","99","99","9","9","9","9","2"
"04747","Sárpilis","1700 4 2","42","2","40","HU233","173","0","9999","9","9993","08","99","99","3","9","9","9","4"
"04756","Misefa","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"04765","Borszörcsök","1900 4 2","42","2","20","HU213","186","0","9999","2","2400","06","99","99","3","3","1","9","2"
"04774","Szakoly","1500 4 2","42","3","60","HU323","155","0","9999","9","9992","03","99","99","9","2","1","9","1"
"04783","Mosonmagyaróvár","0800 3 2","30","2","30","HU221","089","1","9999","9","9993","09","99","99","9","9","9","9","2"
"04792","Rábacsanak","0800 4 2","42","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"04808","Domony","1300 4 2","42","1","12","HU120","122","0","9999","9","9991","01","99","99","9","4","9","9","9"
"04817","Zsáka","0900 4 2","41","3","60","HU321","094","0","9999","9","9992","03","99","99","3","3","1","9","1"
"04826","Kisgyalán","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","9","1","9","9","4"
"04835","Somogyzsitfa","1400 4 2","42","2","40","HU232","144","0","9999","2","2600","08","99","99","3","1","9","9","4"
"04844","Terény","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","1","1","9","9","1"
"04853","Somogyudvarhely","1400 4 2","42","2","40","HU232","141","0","9999","9","9993","08","99","99","9","3","1","9","4"
"04862","Paks","1700 3 2","30","2","40","HU233","172","1","9999","1","3500","08","99","99","9","9","9","3","4"
"04871","Litke","1200 4 2","42","3","50","HU313","120","0","9999","9","9991","02","99","99","3","1","1","9","1"
"04880","Ágfalva","0800 4 2","42","2","30","HU221","091","0","3073","5","2500","09","99","99","9","9","9","9","2"
"04899","Bikal","0200 4 2","42","2","40","HU231","026","0","9999","9","9993","08","99","99","9","9","1","9","4"
"04905","Pócsmegyer","1300 4 2","42","1","12","HU120","135","0","0063","9","9993","01","99","99","9","9","9","4","9"
"04914","Trizs","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","03","03","9","3","1","9","1"
"04923","Karcag","1600 3 2","30","3","60","HU322","163","1","9999","9","9992","04","05","99","2","2","1","9","1"
"04932","Taszár","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","9","1","9","9","4"
"04950","Ortaháza","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"04969","Tormafölde","2000 4 2","42","2","30","HU223","194","0","9999","2","3400","09","99","99","9","1","9","9","2"
"04978","Ipolytölgyes","1300 4 2","42","1","12","HU120","137","0","9999","9","9991","01","99","99","9","1","9","9","9"
"04987","Megyer","1900 4 2","42","2","20","HU213","188","0","9999","9","9993","06","99","99","3","1","9","9","2"
"04996","Garbolc","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"05005","Irota","0500 4 2","42","3","50","HU311","055","0","9999","9","9991","02","99","99","9","3","1","9","1"
"05014","Vének","0800 4 2","42","2","30","HU221","087","0","1013","9","9993","09","99","99","9","9","9","9","2"
"05023","Bozsok","1800 4 2","42","2","30","HU222","178","0","2033","9","9993","09","99","99","9","9","9","9","2"
"05032","Gyula","0400 3 2","30","3","70","HU332","048","1","3012","9","9992","05","99","99","9","9","9","9","3"
"05041","Nyírderzs","1500 4 2","42","3","60","HU323","156","0","9999","9","9992","03","99","99","3","3","1","9","1"
"05050","Csitár","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","3","1","9","9","1"
"05069","Györgytarló","0500 4 2","42","3","50","HU311","064","0","9999","9","9991","02","99","99","3","1","1","9","1"
"05078","Rinyabesenyő","1400 4 2","42","2","40","HU232","145","0","9999","9","9993","08","99","99","3","2","1","9","4"
"05087","Lovászpatona","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"05096","Viss","0500 4 2","42","3","50","HU311","064","0","9999","9","9991","02","99","99","3","1","1","9","1"
"05102","Balogunyom","1800 4 2","42","2","30","HU222","181","0","2033","9","9993","09","99","99","9","9","9","9","2"
"05111","Csongrád","0600 3 2","30","3","70","HU333","070","1","9999","3","1400","05","99","99","9","1","9","9","3"
"05120","Sátoraljaújhely","0500 3 2","30","3","50","HU311","065","1","9999","6","3300","02","08","08","9","1","1","2","1"
"05139","Birján","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"05148","Balatonkenese","1900 3 2","30","2","20","HU213","184","0","2013","2","1900","07","99","99","9","9","9","1","2"
"05157","Somlójenő","1900 4 2","42","2","20","HU213","186","0","9999","2","2400","06","99","99","3","3","1","9","2"
"05166","Tömörd","1800 4 2","42","2","30","HU222","178","0","2033","9","9993","09","99","99","9","9","9","9","2"
"05175","Hajdúszoboszló","0900 3 2","30","3","60","HU321","100","1","9999","9","9992","03","05","99","9","1","9","9","1"
"05184","Csemő","1300 4 2","42","1","12","HU120","124","0","9999","3","1600","01","99","99","9","1","9","9","9"
"05193","Szorosad","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","9","2","1","9","4"
"05209","Villánykövesd","0200 4 2","42","2","40","HU231","031","0","9999","1","2900","08","99","99","9","1","9","9","4"
"05218","Nagygörbő","2000 4 2","42","2","30","HU223","198","0","9999","9","9993","09","99","99","3","1","9","9","2"
"05227","Kisnémedi","1300 4 2","42","1","12","HU120","138","0","9999","4","3200","01","99","99","9","9","9","9","9"
"05236","Gyöngyös","1000 3 2","30","3","50","HU312","106","1","9999","4","3200","02","99","99","9","9","9","9","1"
"05245","Nemesbikk","0500 4 2","42","3","50","HU311","068","0","9999","9","9991","04","99","99","3","9","9","9","1"
"05254","Kuncsorba","1600 4 2","42","3","60","HU322","169","0","9999","9","9992","03","99","99","1","2","1","9","1"
"05263","Karád","1400 4 2","42","2","40","HU232","142","0","9999","2","2600","07","99","99","3","1","9","1","4"
"05272","Kánya","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","9","2","1","9","4"
"05281","Örkény","1300 3 2","30","1","12","HU120","125","0","9999","3","1600","01","99","99","9","4","9","9","9"
"05290","Pilisszántó","1300 4 2","42","1","12","HU120","133","0","0063","9","9993","01","99","99","9","9","9","4","9"
"05306","Bőcs","0500 4 2","42","3","50","HU311","061","0","9999","9","9991","02","99","99","9","9","9","9","1"
"05315","Borsodnádasd","0500 3 2","30","3","50","HU311","062","0","9999","9","9991","02","99","99","3","3","1","9","1"
"05324","Herencsény","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","1","1","9","9","1"
"05333","Csobád","0500 4 2","42","3","50","HU311","056","0","9999","9","9991","02","99","99","9","3","1","9","1"
"05342","Tófej","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"05351","Kára","1400 4 2","42","2","40","HU232","147","0","9999","9","9993","08","99","99","9","2","1","9","4"
"05360","Csákberény","0700 4 2","42","2","20","HU211","082","0","3103","5","2200","06","99","99","9","9","9","9","2"
"05379","Csanádpalota","0600 3 2","30","3","70","HU333","073","0","9999","9","9992","05","99","99","9","1","9","9","3"
"05388","Sümegprága","1900 4 2","42","2","20","HU213","188","0","9999","2","2000","06","99","99","9","1","9","9","2"
"05397","Pusztaföldvár","0400 4 2","42","3","70","HU332","050","0","9999","9","9992","05","99","99","1","1","9","9","3"
"05403","Babarc","0200 4 2","42","2","40","HU231","024","0","9999","1","2700","08","99","99","9","1","9","9","4"
"05412","Magyarmecske","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","9","3","1","9","4"
"05421","Királyszentistván","1900 4 2","42","2","20","HU213","184","0","3133","9","9993","06","99","99","9","9","9","9","2"
"05430","Magyarhertelend","0200 4 2","42","2","40","HU231","026","0","9999","9","9993","08","99","99","9","9","1","9","4"
"05449","Komárom","1100 3 2","30","2","20","HU212","112","1","9999","9","9993","06","99","99","9","9","9","9","2"
"05458","Kenézlő","0500 4 2","42","3","50","HU311","064","0","9999","9","9991","02","99","99","3","1","1","9","1"
"05467","Budapest 04. ker.","0104 9 9","90","1","11","HU110","004","1","0001","9","9991","01","99","99","9","9","9","4","9"
"05476","Bő","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"05485","Baranyaszentgyörgy","0200 4 2","42","2","40","HU231","025","0","9999","9","9993","08","99","99","3","3","1","9","4"
"05494","Gadna","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","3","3","1","9","1"
"05500","Somogyaracs","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","3","3","1","9","4"
"05519","Siklós","0200 3 2","30","2","40","HU231","031","1","9999","1","2900","08","99","99","9","1","9","9","4"
"05528","Szörény","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","1","2","1","9","4"
"05537","Kallósd","2000 4 2","42","2","30","HU223","198","0","9999","9","9993","09","99","99","1","1","9","9","2"
"05546","Zákányszék","0600 4 2","42","3","70","HU333","074","0","9999","3","1400","05","99","99","9","1","1","9","3"
"05555","Nemeshany","1900 4 2","42","2","20","HU213","188","0","9999","9","9993","06","99","99","9","1","9","9","2"
"05564","Lovas","1900 4 2","42","2","20","HU213","185","0","2013","2","1900","07","99","99","9","9","9","1","2"
"05573","Derecske","0900 3 2","30","3","60","HU321","096","1","9999","9","9992","03","99","99","2","3","1","9","1"
"05582","Nagycsécs","0500 4 2","42","3","50","HU311","068","0","9999","9","9991","04","99","99","9","9","9","9","1"
"05591","Izsófalva","0500 4 2","41","3","50","HU311","058","0","9999","9","9991","02","99","99","2","1","9","9","1"
"05607","Szederkény","0200 4 2","42","2","40","HU231","024","0","9999","1","2700","08","99","99","9","1","9","9","4"
"05616","Hetefejércse","1500 4 2","42","3","60","HU323","159","0","9999","9","9992","03","99","99","3","3","1","9","1"
